sentence,language
Kun den ene side virker,da
helt rengjort og nyt batteri isat,da
Intermitterende,da
Nulstil indstillingsfunktionen,da
Stik i,da
Har brug for reservedele,da
Hovedstøtte løs,da
Undersøgt,da
Mangler dele - termostater,da
knækket lås,da
"Ledningskontakt defekt, udskiftes",da
Kondensatoren var defekt,da
Fjernbetjening kun i nærheden ok,da
Knasende lyd,da
"ny stift, renset op",da
Sandsynlig forkalkning i rørene,da
korroderede basekontakter,da
Afbrydelser i driften,da
Reparation nummer 40b,da
Satte beskyttelsesanordning på,da
Strømstik beskadiget,da
der lugter brændt fra støvsugeren,da
Den er ny,da
Hængslet til venstre er knækket,da
VDI-testet,da
Ledningen knækkede af,da
"Brødrister fra 1950, virker ikke",da
Genoplad batterierne,da
Tænd-knappen er brudt ud,da
spolehjul udskiftet,da
timeviseren bevæger sig ikke,da
Årsag: Stikket er brændt ud,da
Lyset tændes slet ikke,da
Enheden lyser ikke længere,da
Mangelfuld vedligeholdelse,da
Manglende gummipakning,da
Sugning,da
Relæet havde svigtet,da
var ikke længere varm,da
Bøjet nål stopper,da
element defekt og plast smeltet,da
trækker ikke vand,da
Alkalibatteri løste problemet,da
Slukker igen kort tid efter start,da
Natlyset havde nægtet at virke,da
Tilstoppet af snavs og hår,da
Prikker på billedet,da
"Låg beskadiget, skal omformes",da
Ineffektive nulstillinger,da
Printeren opfanger ikke papir,da
Rullestiften sidder fast med hår,da
Løs fastgørelsesskrue,da
Luftvejene er blokeret,da
Revne i displayet,da
reparation af elektroniske kort,da
Softwareproblemer,da
Batteriforbindelsen er revet af,da
Lodning på PCB løs,da
Vandlækage --> udskift pakning,da
knækket kabel repareret,da
"Efterladt i et koldt, fugtigt rum",da
varmelegeme i dele,da
Trækker ingen strøm,da
Pumpen virker ikke,da
Solcelledrift virker ikke,da
Robotstøvsuger,da
Batterier?,da
Støvbeholder skruet forkert på,da
Maskinen stoppede med at slibe,da
ville ikke starte,da
Reservekabel vedlagt,da
Sutter ikke ordentligt,da
"Motor ødelagt, formentlig af vand",da
Rotoren kan ikke tages af,da
knækket og forstærket aftrækker,da
Sutter ikke godt,da
Fikset - glad kunde,da
def Slangen er indkøbt,da
"Knap tilsluttet igen, nu korrekt",da
Batteriet vil ikke tages af,da
"udskudt,",da
Limet base og højttalerstøtte,da
Udskiftede det ødelagte stik,da
Lyser ikke op i bunden,da
"Batteri, batteriklemme",da
Transfo skal ændres,da
Bælgene er afkorkede,da
Kondensator på kontrolkort defekt,da
vakuumfod drivfod,da
on-off knap defekt,da
Kontakt-knappen er blokeret,da
minutviseren virker ikke,da
Motorens strømforbrug er for højt,da
Sensor loddet,da
Har brug for batteri,da
fjernede metallet,da
Vedligeholdelse/oparbejdning,da
enden skal sættes på igen,da
Problem med omformeren?,da
"Ødelagt del, der holder pæren",da
Urolighederne stopper,da
"Nu 100% fikset, yay!",da
defekt= bælte spændt,da
snoet koben,da
Slidt stift på basen,da
Lukkeren virker ikke,da
Møllehuset er tilstoppet,da
Køb nyt kabel,da
Strygejernet lækkede vand,da
Den ene side går,da
kan ikke finde fejlen,da
Enheden kondenserer ikke vand,da
Rensede børster osv,da
CD'er kan ikke længere trækkes ud,da
Kassetteafspilning virker ikke,da
Elektrisk ledning knækket,da
"er utæt, vandet løber ud",da
Hægter sig ikke fast,da
"ikke defekt, applikationsproblem",da
bliver ikke ordentligt varm,da
Udbrændt børstemotor,da
Opladerport knækket af,da
Strømforsyning til skrivebord,da
mærkelig lyd og en brændt lugt,da
Følsomhed af startknapper,da
Intet mælkeskum,da
snor defekt,da
Det er nødvendigt at hente data,da
Virker kun periodisk,da
C029,da
Spolekapsel mangler,da
Vi installerede den,da
Varmeelement defekt,da
"taget væk, Sergej",da
Lav en ny messingwindu,da
COMPEX lyser ikke længere,da
Dårligt hdmi-kabel,da
Nyt stik monteret,da
et piskeris virker ikke,da
Spansk - ingen strøm,da
nuljustering stiv og fastlåst,da
Sikringer springer,da
cd-skuffen er låst,da
Ikke opkrævet,da
Sæt den til opladning først,da
Renset og limet sammen,da
Jern: Strømmen svigter,da
god oprydning udført,da
skal konstrueres,da
PCB defekt,da
Kabelindgang revet over,da
Mekanisk ødelagt,da
Rød stikdåse sættes på tavlen,da
Ledning loddet,da
"Bevægelse dækket, nyjusteret",da
Motor brændt i stykker,da
Fungerer igen,da
"Motor defekt, ET meget dyr",da
Normal lampe - ødelagt sikring,da
Stikket er blevet skiftet,da
PCB ubrugelig,da
"Suger ikke, laver høje lyde",da
"Plug, her er et 'ben' fri",da
Så var det tid til RAM,da
børnetablet,da
Kan ikke finde nogen bygget,da
Fitting repareret,da
defekt stikdåse,da
"Stopper, hvis jorden er for hård",da
Løs ledning/dårlig kontakt,da
Ingen fejlfinding på smartphone,da
Problem med vandbeholder,da
Svamp blokerer kanalerne,da
plug fornyet,da
Opladeren sidder fast,da
Har et engelsk stik,da
støvsugerslange revet over,da
Går derefter til lavere niveau,da
Rustet motoraksel,da
Et nyt er ved at blive leveret,da
forvandlede 2 enheder til 1,da
"Ingen kommentarer, se billedet",da
Lavede en masse støj,da
Reparation af forsyningskablet,da
Vil ikke boote længere,da
Lækager i kraftværket,da
teknisk set ikke muligt,da
Fortsat fra RC Freital,da
Fodkontakt uden funktion,da
Display,da
fejlen kunne ikke identificeres,da
skærmbeskyttelse,da
til en anden Repair Café-lokation,da
Problem med strømforsyningen,da
limet krop,da
anden viseren af spindlen,da
"Alt er blevet udskiftet, OK!",da
Kassetterne sidder fast indeni,da
Batterirummet kan ikke åbnes,da
Har brug for ny oplader,da
Defekt ladestation,da
Omdrejningstal ikke stabilt,da
Thermisk sikring defekt,da
Låget lukker ikke let,da
slut på livet tænder slet ikke,da
Skader på tavlen,da
Ledningen var løs,da
Volumenkontrol defekt,da
Fotos taget,da
Brændt modstand,da
Strømafbryder udskiftet,da
Defekt linse,da
Oxyderet motor skal renses,da
Utætheder / pakning udskiftet,da
F2-fejl,da
"Testet, virker ok",da
nålen virker ikke,da
Skal testes med en patron,da
Den ene virkede ikke længere,da
Erstattet med elastik,da
Behandlede begge kabler,da
skiftede rem og rensede tavlen,da
"Havesaks, der skal slibes",da
Windows 8 starter ikke,da
Kondensator defekt,da
TV: tænder og slukker,da
Ladestation uden funktion,da
"kontakt, stikdåse, 2-ledet kabel",da
Enheden tænder ikke længere,da
Fungerer nu mere pålideligt,da
Magnetron smækket i,da
renset kontakt,da
Kaffemaskine,da
Loddet fast,da
Strømforsyningen virker ikke,da
SNoer ruller altid ind,da
Det virkede for os,da
Det skal give en knirkende lyd,da
"knap nægter, kan ikke trykkes ned",da
sprayen virker ikke,da
Behov for nyt kort,da
Rullen virker ikke,da
"defekt, kondensator defekt",da
Ledningen er flosset,da
Strammet viserne,da
udskiftet termisk element,da
Repareret og til salg for €6,da
Den er kun trykt i én farve,da
Senseo ude af drift,da
"Ingen lyd, årsag ikke fundet",da
Mislykket Linux-installation,da
ingen lyd på højre kanal,da
Tid ikke tilgængelig,da
Transistor defekt,da
"Nedre aksel, der ikke sidder fast",da
Rensede kontakten,da
loddet,da
åbnede den og satte en ny pære i,da
Bliver ikke varm nok,da
Hovedtelefonstikket virker ikke,da
Ledning - udskiftningsstik,da
Maskinen starter ikke,da
Skilles ad i individuelle dele,da
Lader ikke opkald komme igennem,da
Lyser ikke; kunne ikke afmonteres,da
Jerndelen er taget af,da
Fejlbehæftet kontakt,da
Radioen kunne ikke tændes,da
kalk --) afkalkning,da
Skærmen var synligt beskadiget,da
Vejrstation - Beskidte terminaler,da
Battericellerne fungerer korrekt,da
Genlodning af komponenter,da
Tandhjulets tænder er knækket af,da
Pumpen skal skiftes,da
rengøring af elektriske kontakter,da
Brud på elektrisk kabel,da
udhængt udløserfjeder,da
Batteri til strømreserve defekt,da
Defekt lichette,da
teknisk ikke muligt,da
Motor skal skiftes,da
Ledning forkortet,da
Ordren er ude af drift,da
MH-batteri loddet i,da
Levetidens udløb,da
Power brick er død,da
Gulvvaskemaskine,da
"Ledning knækket, repareret",da
smurt,da
Bro?,da
giver ikke længere vand,da
Aftalt efter aftale med brugeren,da
ødelagt varmeelement,da
batteriproblem,da
forkert justerede cd'er,da
Espresso kaffemaskine,da
Pointeren kører permanent,da
Kontrollen virker ikke,da
vrider ikke med hovedet,da
Damp slipper ud,da
Bestil pumpe,da
rullerne roterer ikke længere,da
hoveder rengjorte,da
Tænder sig selv,da
bliver ikke længere varmt,da
strømforsyning svigtede,da
Halogenpære: lyser ikke længere,da
Kontrolarm knækket,da
Bagsiden er defekt,da
løs kontakt ved motor,da
Frituregryde - virker ikke,da
Stikket kan ikke udskiftes,da
nye dele er nødvendige,da
Virker ikke Kontaktfejl,da
Afhjælpning: Renset og OK,da
Effektforstærkeren er OK igen,da
Hjulene er låst,da
Giver en fejlmeddelelse,da
Laver ikke længere en lyd,da
Modstandene er i uorden,da
Styreenhed til magnetfeltmåtte,da
Sikringen springer efter tænding,da
Ødelagt børnelegetøj,da
elektronikken er i stykker,da
Tænder ikke - skal limes fast,da
kører uregelmæssigt,da
skal efterjusteres,da
Alt var i orden,da
kontakten er i stykker,da
Brændende lugt,da
Tilslutning til oplader,da
Ikke oplyst af reparatøren,da
drejer ikke længere,da
Rengøring -> det virker igen!,da
Problemer med hovedkortet,da
problem med oplader,da
Batteriet virker defekt,da
OK på maskine og vedligeholdelse,da
Defekt ledningsføring,da
Lasersværd med løst kabel,da
Fjernelse af støv,da
Identificeret manglende del,da
umulig at skrue af,da
"Foodprocessor, der ikke tænder",da
Fuldstændig rengjort indvendigt,da
V transformer ude af drift,da
triac udskiftet,da
Langsomt dryp,da
Virker ikke - udskiftet kabel,da
Reparationstiden er for lang,da
"del, der skal ændres, bestilles",da
Det flyder meget langsomt,da
Motoren kører ujævnt,da
Bladet er slebet,da
slidt tand,da
Printhoved skal bestilles,da
overophedning,da
Fejl opstår ikke,da
Kunne ikke finde noget,da
udskift tænd/sluk-knappen,da
Ordrenumre gives,da
Rådes til at købe nyt batteri,da
Maskinen er utæt,da
metrologisk OK,da
slidt hovedtelefonstik,da
Det næste var et Li,da
Hepa-filter indsat,da
Den ene kanal fungerer OK,da
Pæren er gået i stykker,da
Jeg loddede kontakterne igen,da
symaskinen syr ikke længere,da
Masser af oxidering,da
Et LED-modul var defekt,da
Elementet har svigtet,da
gear virker ikke,da
genindsat,da
du har brug for en særlig dyse,da
ikke-aftagelig motor,da
Justering af kæde,da
Vandet stoppede med at stige,da
Nulstilling påkrævet,da
"Fugt indeni, ingen funktion",da
Håndtaget er knækket,da
Kunden reparerer derhjemme,da
faldet ned fungerer ikke længere,da
utæt og bunden adskilt,da
Bluetooth virker ikke,da
Det er meget langsomt,da
Remtrækket kører ikke,da
Varen er PAT-testet,da
Den gør det bare igen,da
Blæser nødvendig,da
Den er blokeret,da
Låsen sidder fast,da
Ingen reservedele fundet,da
USB-A-stik knækket af,da
Afhjælpning: Udskiftes,da
Løs kontakt ved indgangskontakten,da
Vi gik ledningerne igennem,da
Nye varmeelementer er nødvendige,da
Fungerede ikke længere,da
Ingen af dem,da
Gummipakningen var død,da
ny transformer monteret,da
Laserhoved blokeret,da
Ikke korrekt værktøj,da
"Kan ikke åbne den, rustne skruer",da
Problem med skærmen,da
motorfeltkabel knækket af,da
skal have ny drivrem,da
Resultatet er ukendt,da
"opladning tager ca. 1,5 time",da
nyt stik monteret,da
Klaprende lyde,da
Gearkasse blokeret,da
HS varmemodstand,da
Rød advarselslampe for batteri,da
Defekt kontakt i linjen,da
Sugestyrken er meget dårlig,da
Baggrundsbelysningen er i stykker,da
Alt fungerede fint,da
støvet forsvinder i maskinen,da
Musen er rengjort og testet,da
Skal udskiftes med et nyt stik,da
Installation af styresystem,da
Loddesamling defekt,da
"Motor tør, men kompressor KO",da
Er blevet dysfunktionel,da
Båndkabel på motor,da
Blæktankene var fulde,da
Tripps elektricitet,da
Superlimet kabinet,da
varmeelement væk,da
"Sikring, der skal skiftes",da
Ødelagt lampeskærm,da
Viser ikke vægtdata,da
En del af sikringen er knækket af,da
Loddet stik,da
Skæreenhed blokeret,da
Touch-modulet virker ikke,da
Jeg rensede røret,da
RAM-kort med loddefejl,da
termisk sikring i spole brændt ud,da
Redo operativsystemet,da
Rengjort hoved og motor,da
Batterikontakt defekt,da
Forurening,da
php/Blog_2017#2017-09-23_Saturday,da
drejer ikke længere: ingen koste!,da
Intet billede,da
Kablet sidder fast,da
Se ark 5 af 11/12/22,da
Bagside defekt,da
Baggrundsbelysning defekt,da
enhed misbrugt (en for batterier),da
Kabelkontaktfejl på håndtaget,da
Elastisk udskiftning,da
Rotorbladet er blokeret,da
Feintrådssikring defekt,da
Remmen er udskiftet,da
testet: fint,da
Q den 20.04.23Nyt batteri isat,da
kontaktindstilling,da
Udskiftede ledning og stik,da
Fjernstyret bil,da
går langsomt ved fuld effekt,da
"Undersøgt, ingen synlige fejl",da
Ødelagt modstand,da
Ingen kontakt til venstre,da
touchskærmen virkede ikke,da
En del af batteriet er løst,da
on/off knap ikke i orden,da
Multiprocessor,da
IC defekt,da
støj ved rulning,da
Dele skal købes og købes tilbage,da
Hotplate virker ikke længere,da
PSU'en virkede ok,da
Løse kontakter i ladestikket,da
Kabel skåret igennem,da
"Bundkort, der skal udskiftes",da
En pad er ude af drift,da
Chuck sidder fast,da
Ingen strøm - død,da
ikke muligt,da
Giver intet signal til boksene,da
Bøjet linse,da
Rack (knækket fjeder),da
Printerens blækhoveder tørrede ud,da
Husets sikring springer,da
Råd givet,da
Den sugede ikke,da
udskift den beskadigede harddisk,da
bordlampe og kaffeblander,da
Enheden kan ikke åbnes,da
Holder ikke længere,da
Lækager,da
Fjern drivmøtrikken,da
Kredsløbsafbrydelse elimineret,da
Mikrobølgeovn: ude af drift,da
Den virker slet ikke længere,da
Båndet roterer ikke,da
USB-opladningsstik revet af,da
Rullerne kører ikke rundt,da
"Udskift filtre, link fra ebay",da
Lodning påkrævet,da
Undertråden kommer ikke op,da
Ventilatoren roterer ikke,da
Motoren vil ikke genstarte,da
Skiftet batteri,da
"blokeret, fordi lageret er fyldt",da
Termosikringen virker ikke,da
Låget kunne ikke længere åbnes,da
ingen fejl til stede,da
var gået løs fra en styreskive,da
Børster slidt op - udskiftes,da
Båndtransporten fungerede fint,da
Grenkværn med sløv klinge,da
Kondensatoren har ingen kapacitet,da
Mærkelig fejlmeddelelse '???,da
Tænd-knappen reagerer ikke,da
Kontakterne er løse,da
har brug for strømkilde,da
ensretning af jorden i enheden,da
Ledningerne er ødelagte,da
varmeknap stand by,da
Intet lys eller varme: rengøring,da
Forstyrrelser i synsfeltet,da
Beskadiget grafikkort,da
Pedalen stopper ikke,da
kan ikke gøres mere støjsvag,da
Testet for sikkerhed,da
"Kondensator defekt, motortest",da
Dribler,da
Har brug for rengøring,da
USB-opladelig cykellygte,da
Sugeslange tilstoppet,da
Badevægt - Kun et år gammel,da
Fejlen kunne ikke opdages,da
Linux-pc,da
ledning/stik defekt,da
Ikke længere forbundet til wifi,da
urmekanismen gik i stykker,da
Virker kun på slangen,da
Strømkabel udskiftet,da
Udskift remmen,da
Lodning,da
V sikring ødelagt -> udskift,da
Røret var blokeret,da
kredsløbskort defekt,da
Ingen fejl fundet,da
"Kortslutning, kondensator defekt",da
løs kontakt,da
Starter og stopper igen,da
Diagnose: kortet er i uorden,da
h: Sikring udskiftet,da
kaffemaskine,da
Efter tilslutning til PC/Lap,da
Motoren drejer ikke,da
motoren var brændt af,da
VHS-kassetten ville ikke komme ud,da
Udskiftes,da
Bælte for kort + mangel på tid,da
"Ingen disk""",da
funktionsfejl i oprulningskablet,da
Det gamle drev skrottes,da
utætheder forseglet med fugemasse,da
"Tænder, men motoren drejer ikke",da
støjende gear,da
Skærmen er helt grøn,da
Optagelse kræver mere,da
Reservedel loddet i,da
ingen funktion - dispay virker,da
"Brand undertain, muligvis Menuet",da
oplader urets batteri,da
"kører ikke længere, sidder fast",da
Uhyggelig,da
Terminal-transistorer udskiftet,da
sugemekanisme frigjort,da
dryp,da
Kabel og Schuko-stik udskiftet,da
Transistor udskiftet,da
Kabelbrud Lodde stikket igen,da
Betjening,da
Ledning loddet til stik,da
høj lyd på hårdt gulv,da
Kablet bliver ikke i porten,da
Så det var et kontaktproblem,da
De 2 modstande er ude af drift,da
USB-stikket udskiftes på kortet,da
"Tænder ikke, muligt element",da
Loddekontakt,da
"Kontakt, bip ved slange",da
fritliggende varmesål,da
Ingen egnet strømforsyning,da
Vandet løber ikke gennem pumpen,da
slangeforbindelse,da
Yderligere support tilbydes,da
"Starter ikke, meget langsom",da
Den varmede ikke længere,da
knitrende lyd,da
fungerer ikke korrekt,da
Blokeret af kalk; afkalkning,da
Resultat: korrosion,da
Forbindelsen er løs,da
Renset og frigjort,da
Der er ikke længere sug,da
def Kontrolkontakt efterset,da
Tandhjul renset og smurt,da
Skiftede filtre,da
Sikring 2x F 1.6,da
Løs kontakt -- ny pære,da
Pludselig gik den amok,da
Totalt tab,da
Rensede kontakterne på batteriet,da
bolt udskiftet,da
Lampeholder beskadiget,da
smør zoomobjektivet,da
Konstant forsinket afspilning,da
slukker efter start,da
Stationen kan ikke ændres,da
"Åbnet og lukket, intet andet",da
Vi vil gerne fjerne harddisken,da
Stemmeoutput forstyrret,da
Rettet mod,da
Ledningen ruller ikke længere op,da
kontakt genmonteret,da
PC'en tænder ikke længere,da
"Clip-on-etui, kan ikke fjernes",da
Hold dig til batterier,da
Opladningsporten er i stykker,da
RF-tuner defekt,da
gik i stå,da
Digitalt radiokabel virker ikke,da
Madskruen er halvt ude,da
Motoren døde,da
Problem med ledninger/tilslutning,da
brugerfejl opdaget,da
Bipper nogle gange,da
"stinker, og motoren stopper",da
Vi efterjusterede trimningen,da
Kabel uden strøm,da
PAT-testet og testet fungerende,da
Motoren drejede kun nogle gange,da
skjul,da
trænger til ny regulator,da
"Virker ikke, kan ikke åbnes",da
Sprog defekt,da
Linje revet af,da
Forbindelseskabel udskiftet,da
Genkender ikke ID,da
Jeg har ikke tid nok,da
Glidelejet på pinden var stramt,da
Regelknopf defekt,da
KABEL I MOTOR TILSLUTTET IGEN,da
Jeg leder efter råd,da
tænd/sluk-kontakten,da
PCB revnet,da
intern ledning tilsluttet igen,da
Diagnose: sikkerhedsbypass,da
går ikke godt,da
ledningen er repareret,da
Reparation af kontakten,da
indvendigt brud på stik,da
relæet styres ikke længere,da
Den var pludselig uden funktion,da
Reparation: demontering/montering,da
skift og olie,da
strømkortet skal udskiftes,da
Vil blive bortskaffet,da
Suppleret,da
Pumper ikke længere,da
Nulstilling af printer,da
Intet kredsløb gennem elementet,da
Ledning forlænget - fikset,da
"Dæksel fjernet, rem monteret igen",da
Kondensatorer er nødvendige,da
Doneret til genbrug,da
Låget lukker med besvær,da
Udskiftet AC230V-stik,da
Kan ikke justere effektniveauer,da
Micro Switch i stykker,da
Dårlige kontakter ved blanding,da
Meget dyrere end en ny _,da
Pladespiller defekt (motor?,da
Defekt kontakt ET monteret,da
Ny ledning skal installeres,da
Olie og spænd ledningen,da
Laderulle ændret,da
Virker kun i få sekunder,da
Kommer næste gang,da
motor defekt?,da
Nederste gevind kan ikke justeres,da
Sikkerhedsmikrokontakt udskiftet,da
kunne få en del,da
Walkman - Båndmotor virker ikke,da
skal låses op,da
slangen er løs på indersiden,da
Netbook - løs strøm ind -,da
Periodisk elektrisk problem,da
Intet svar,da
Styrepinde,da
Problemer med opstart (s/w),da
besøgende alt tog for lang tid,da
Laserdioden er brændt ud,da
Knapper sidder fast,da
"rens kontakter, snydeopladning",da
Stoppede halvvejs igennem,da
"Ingen lyd hørbar længere, hvæser",da
Motor repareret,da
"V gammel, svagt tegn på liv",da
Juster kontrolkontakten,da
Vi rensede kontakten med sprit,da
Det er fikset,da
Termostatfast klient til test,da
"Brud, limet med andet klæbemiddel",da
"Rengøring og revision, repareret",da
barberer sig ikke ordentligt,da
Brændt lugt,da
Problem med borepatronen og boret,da
Trimmede dørhængslet,da
Ingen lyd under afspilning,da
Saven ville ikke køre,da
kobling til løsning knækket,da
kunne ikke hente billeder,da
CD-afspilning ikke mulig,da
Personen blev henvist til en rc,da
Defekt brændt kontakt,da
lukker ikke længere -,da
Starter Linux fra et USB-drev,da
Vil ikke riste,da
GSM Forlænget ringetid,da
Nivelleret,da
Orange er standbytilstand,da
Problem med tænding > afslagning,da
Lampeholder i stykker,da
Gendannelse af data,da
"Stopper ikke, når vandet er varmt",da
Stikket blev kablet om,da
"Afmonteret, olieret, til at se på",da
Testet ok,da
Test af Ni,da
Reparation af software,da
Ønsker at tage den ud af drift,da
Kan ikke svejse rustfrit stål,da
Nulstilling af systemet,da
En bog faldt ned på den,da
Pickup revet af,da
støv-/kulbørster,da
Ledning afbrudt,da
vil ikke oplade,da
Total nulstilling af enheden,da
snavset,da
knitren,da
"Skrøbelig, overskårne ledninger",da
Årsag uklar,da
Hovedtelefonstik defekt,da
Stikholder knækket af,da
Fast,da
Harddisken skal renses,da
Afspiller ikke længere videoer,da
Kontrolleret,da
Dukkens ben var taget af,da
fuld af krummer,da
virker ikke; roterer ikke,da
Laptop - DVD-afspiller i stykker,da
Timing Off og defekt fodpedal,da
kortsluttet,da
Oplåst knap,da
Se gult ark af 27/11,da
Kontakt ødelagt på brugbar lampe,da
D-printning hos Makilab,da
Slår fra/overophedning,da
Kopieringsprocessen afbrydes,da
Afspillede ikke cd'er længere,da
faldt i vandet,da
Åbnet op,da
Gummibæltet er slidt op,da
Belysning i stykker,da
Relæ i stykker,da
Strømforsyningskontakten svigtede,da
Netkabel beskadiget,da
"Rettet op igen, kører",da
Montering/hus ødelagt,da
Forkort kablet,da
Dårlig lydkvalitet,da
Det gør jeg ikke længere,da
Brud i ledningen,da
ingen dokumentation,da
"Nej, den ene side ristes ikke",da
Den virker!,da
Baghjulstræk defekt,da
ES udledt som hærdet dengang,da
Fejl i forbindelsen,da
interiør gjort kørende igen,da
Slukker og tænder,da
Rotorhovedet drejer ikke rundt,da
Fi - CD-afspiller: virker (kabel),da
Bæltet var sprunget af,da
Muligvis vandskade,da
Løsnes,da
Ikke fundet,da
brud på en SMD-kondensator,da
Denne 5 A sikring var sprunget,da
Sokken sidder fast,da
Suger dårligt og larmer meget,da
"Ingen fejl fundet, virkede!",da
Stikket er ikke til stede,da
Modstande i stykker,da
Lyset tænder ikke,da
død,da
Brudt rund ledningsforbindelse,da
Enheden falder fra hinanden,da
Uret går uregelmæssigt,da
Termisk enhed udskiftet,da
låst svinghjul,da
ventilen er presset og bøjet,da
Ombundet med ny wire,da
Plastikbund knækket,da
Nyt urværk monteret,da
Råd: Køb et nyt hoved,da
Ventilatorblad knækket,da
Strømmen falder efter tænding,da
HS-kalk,da
Harddisk og blæser skal udskiftes,da
Lejepunkter i bevægelsen olieret,da
Batterihylster knækket,da
Nu krøller og føntørrer det igen,da
En meget billigt fremstillet vare,da
def Reservedel mangler,da
Spoling virker ikke,da
Afbryder brudt Kontakt brudt,da
"Varmer, men damper ikke længere",da
Gæsten skiftede drivremmen,da
CD/radio - CD i stykker,da
elektronik i stykker,da
Åbnet genstand,da
Stikkontakt i uorden,da
muligvis defekt ledning,da
strengen er ikke tilgængelig,da
wire break reel,da
CD-afspiller +Radio,da
Batteri?,da
Reparationsmulighed 9- vanskelig,da
Batteriet er blevet skiftet,da
USB-stik revet af,da
Kontaktproblem ved rørsoklen,da
Løse kontakter,da
Vandet løber ikke,da
Problem med symaskine-motor,da
trænger til batteriudskiftning,da
Lodning af et løst kabel,da
Dækslet kan ikke åbnes,da
"Bælter, der skal skiftes",da
syr ikke,da
Årsag: Vand trænger ind i enheden,da
Tænding ikke mulig,da
Rettet i software,da
ville ikke længere tænde,da
nyjusteret på lager,da
"Lejer, der skal skiftes",da
Stereo-balance,da
Batterier udskiftet,da
Strømproblem - råd givet,da
"En rulle, der blokerer alt",da
Diagnose: del skal udskiftes,da
Varen er ikke specificeret,da
træksnor knækket,da
Højre højttaler virker ikke,da
Kameraet kører,da
Flade batterier,da
Reparation udskudt,da
def kul skal bestilles,da
Element ok,da
Et par skruer var løse,da
Ledningen blev loddet igen,da
Udskiftede den på apparatet,da
Jordfejlsafbryder udløses,da
"starter ikke, fejl ikke fundet",da
Fejl i batteriet,da
dåseproblemer og vedligeholdelse,da
Projektor,da
bremse v h ledning virker ikke,da
Skærmen er beskadiget,da
batteriet er dødt,da
Indløb blokeret i bunden,da
Gummiringen og linsen er renset,da
Sidder lidt fast,da
"Kan ikke repareres, ingen dele",da
Højre side holder sig ikke nede,da
Kontaktproblem udbedret,da
Dodgey-kontakt - omgået,da
Køb en ny del,da
Testet batteri,da
CD-afspiller spytter CD'er ud,da
Brug for ny plade,da
Træk altid ledningen helt ud,da
Sluk,da
Søger efter strømforsyning,da
intet mere gik,da
Ok,da
Skal anskaffes,da
varen blev ikke repareret,da
Diagnose: udskiftning af enkoder,da
Flosset strømkabel,da
CD-enheden virkede ikke længere,da
uk/itm/262884505944,da
Filteret fyldes op,da
vil ikke spille,da
Vibrationer fra æltedelen,da
"Kører, men suger ikke",da
Skærmens hængsler er beskadigede,da
revnet hus,da
For gammel til at blive repareret,da
i drift fejl motor defekt,da
Defekt fjeder,da
Stort udsmykket netur,da
Maskinen varmer ikke længere,da
dumpet,da
Afbryder adskilt og samlet igen,da
Siderne ristes ikke længere,da
"Kontroller, om enheden er defekt",da
Kunden får en ny pære,da
Reparation af stik,da
Sandsynligvis stempelkrampe,da
Find SIM-kortnumre,da
Kontakten er der ikke altid,da
Loddesamling ved hastighedspunkt,da
Død kondensator,da
Batteriklemme udskiftet,da
DAB-radio Ingen strøm,da
Batterierne er i orden,da
Kabel klemt af,da
Ville ikke afspille lyde,da
Sandsynligvis en falsk kontakt,da
Fortsæt ikke Tiden var ikke nok,da
Motoren drejer næsten rundt,da
Diskindlæser blokeret,da
drivhusvarmer,da
Uoprettelig tandrem og gearing,da
Ødelagt plastikclips,da
Virker igen efter afkalkning,da
nederste tråd kommer ikke op,da
lys ingen lyd,da
Radioen forbliver mute,da
"Loddet jordkablet på igen, OK",da
Motoren bliver meget varm,da
Løs kontakt på jackstikket,da
ingenting,da
rasler,da
Kulbørste sidder fast,da
lejer motor ødelagt,da
et helt skaleret rør,da
Udskiftet elastik,da
Savet igennem strømkabel,da
Har brug for et nyt filter,da
Batteriet blev testet ok,da
Damp virker ikke,da
Uret er smurt og justeret,da
Reparatør: Kontakter renset,da
kunne ikke løse det,da
"Del, der skal købes",da
ingen netstrøm,da
Muligvis forkert RAM,da
kontakter tilsluttet,da
Løst omslag,da
"Papir sidder fast, Mekanisme OK",da
larmer meget,da
Vægtsensoren er ren,da
Problemer med virus?,da
Håndmixer,da
TV-kanaler vil ikke skifte,da
Afkalkning + pumpesprøjtning,da
meget støj,da
Strømforsyningen er lidt forkert,da
Kør ark 1c: Spole knækket,da
Genbehandling,da
Opladeren har ingen strøm,da
Pointer fikseret,da
bevæger sig ikke,da
Bliver ikke varm,da
Den drejer ikke,da
repareret med smeltet plastik,da
Elektronisk tavlespor afbrudt,da
Kaffekværn (US) tænder ikke,da
Nogle stik leverer ingen spænding,da
Unbrakoskruen er slidt,da
Båndstation uden funktion,da
Enheden virker ikke,da
Reparation nummer 57 virker ikke,da
Reparerede ledninger på kontakten,da
Plade frakoblet,da
Løberen er svær at flytte,da
Den starter ikke længere,da
filtre beskidte,da
Fejl grafikkortmodstand fjernet,da
Ingen funktion - Fejl ikke fundet,da
Portfilteret går ikke tilbage,da
Kabel udskiftet og klinge slibet,da
Udløseren virker ikke,da
forkert spænding,da
Opdatering af software,da
Vis defekt,da
Udskift det elektroniske kort,da
Dyse blokeret,da
Ændret fil,da
Udskiftede børster,da
"Lækage, rusten",da
for kompliceret at reparere,da
